343863,4.4,"platform-ui-triaged","NEW","---","[DND] [Compatibility] Dragging active part does not update active stack","normal","emoffatt"
377519,4.4,"platform-ui-triaged","NEW","---","[Workbench] PartServiceImpl#savePart() needs improvement","normal","pwebster"
379144,4.4,"platform-ui-triaged","NEW","---","[DI] Same EventAdmin Service injected twice","minor","pelder"
380721,4.4,"platform-ui-triaged","NEW","---","[KeyBindings] Programmatically-created commands are not available in fresh workspace","normal","pelder"
407418,4.4,"bsd","NEW","---","""Import Existing Project"" wizard should allow filtering of already-installed projects","enhancement",
279838,4.4,"daniel.rolka","NEW","---","[CSS] Resource loading extensions","normal",
339415,4.4,"daniel.rolka","NEW","---","[Contributions] DynamicMenuContributionItem's isVisible() does not delegate to loadedDynamicContribution's isVisible()","normal","daniel.rolka"
384108,4.4,"daniel.rolka","NEW","---","JUnit view icon no longer shows progress while executing tests","major",
393242,4.4,"daniel.rolka","NEW","---","[CSS] JFace StatusLine cannot be easily styled","enhancement",
419018,4.4,"daniel.rolka","NEW","---","[CSS] Provide the CSS support for defining the new font and color definitions","normal",
416761,4.4,"daniel_megert","NEW","---","Open File command should remember the last used folder across restarts","enhancement",
189959,4.4,"emoffatt","NEW","---","Allow for custom branded detached view windows","enhancement",
208233,4.4,"emoffatt","NEW","---","[Trim] Allow for sliding toolbars","enhancement",
214974,4.4,"emoffatt","NEW","---","[Workbench] Allow Workbench UI state to save/restore to user-provided Input/Output Streams","enhancement",
249109,4.4,"emoffatt","NEW","---","[Trim] set toolbar icons with drag and drop","enhancement",
317207,4.4,"emoffatt","NEW","---","View tabs have no context menu - can't make it a fast view","major",
317208,4.4,"emoffatt","NEW","---","Missing items on context menu on minimized views","major",
348885,4.4,"emoffatt","NEW","---","[UI] Removing an element from the model should (eventually) call removeGui on it","normal",
348954,4.4,"emoffatt","NEW","---","Active Part is incorrect and does not have focus on a restart","major",
351366,4.4,"emoffatt","NEW","---","Allow the hosting of Views and Editors independent of the presentation","normal",
357282,4.4,"emoffatt","NEW","---","Provide fading feedback for large screen operations","normal",
360065,4.4,"emoffatt","NEW","---","NPE in dndaddon.DnDManager","normal",
361580,4.4,"emoffatt","NEW","---","The Contributed part renderer's 'getUIContainer' can throw a CCE for a part contained in a sash Container","normal",
365607,4.4,"emoffatt","NEW","---","IllegalArgumentException in PartRenderingEngine","normal",
370615,4.4,"emoffatt","NEW","---","Support dynamic tracing for e4 workbench","normal",
374310,4.4,"emoffatt","NEW","---","[MinMax] Closing the last perspective in a minimized perspective stack leaves the model in a strange state","normal",
380321,4.4,"emoffatt","NEW","---","View management does not respect ""Do not open..."" setting","normal",
389478,4.4,"emoffatt","NEW","---","Need IDE.openEditors(...) that allows to inject state","enhancement",
389920,4.4,"emoffatt","NEW","---","perspective overlays portion of Welcome page after installing EGit","normal","emoffatt"
398666,4.4,"emoffatt","NEW","---","partOpened not called for views in default Perspective when welcome view opens first","minor",
330117,4.4,"gheorghe","NEW","---","No separation between view toolbar, view description and view content","normal",
362532,4.4,"gheorghe","NEW","---","[CSS] Re-enable dynamic CSS pseudo-classes","normal",
371785,4.4,"gheorghe","NEW","---","Remove ""Default"" theme?","normal",
374017,4.4,"javabrett","NEW","---","Enable refresh even when selection has closed projects","normal",
153761,4.4,"me","NEW","---","[Mac] Investigate API for contributing to the application menu","enhancement","me"
292251,4.4,"Platform-UI-Inbox","NEW","---","[Compatibility] Toggling of breakpoints is not propagated properly","normal",
333742,4.4,"Platform-UI-Inbox","NEW","---","[Compatibility] MoDisco needs to run on Eclipse 4.x","normal",
333763,4.4,"Platform-UI-Inbox","NEW","---","[Compatibility] Acceleo needs to run on Eclipse 4.x","normal",
334303,4.4,"Platform-UI-Inbox","NEW","---","[Compatibility] Web Tools Platform needs to run on Eclipse 4.x","normal",
348821,4.4,"Platform-UI-Inbox","NEW","---","[Compatibility] Update the ISV doc as much as possible","normal",
350251,4.4,"Platform-UI-Inbox","NEW","---","Strategy for porting useful org.eclipse.ui.* bits for Eclipse4 RCP apps","normal",
366534,4.4,"Platform-UI-Inbox","NEW","---","[Compatibility] Failures in UIAutomatedSuite","normal",
366571,4.4,"Platform-UI-Inbox","NEW","---","[Compatibility] editor and view action delegates are not properly scoped","normal",
366635,4.4,"Platform-UI-Inbox","NEW","---","[Tests] DynamicPluginsTestSuite has failures","normal",
401633,"4.3.2","Platform-UI-Inbox","NEW","---","Remove obvious performance bottlenecks","major",
412373,4.4,"Platform-UI-Inbox","NEW","---","Platform API candidates for Eclipse 4.4","enhancement",
28722,4.4,"platform-ui-triaged","NEW","---","[EditorMgmt] tabs: Split tabs in editor into several lines","enhancement",
117746,4.4,"platform-ui-triaged","NEW","---","[EditorMgmt] Editors should be able to treat large files specially (e.g. deny opening huge files)","normal",
134659,4.4,"platform-ui-triaged","NEW","---","[ActionSets] Menubar entry appears twice in the [Customize Perspective] dialog.","normal","daniel.rolka"
148574,4.4,"platform-ui-triaged","NEW","---","[WorkbenchParts] partHidden partVisible not called if you minimize or restore","major","pwebster"
162006,4.4,"platform-ui-triaged","NEW","---","[QuickAccess] Make Ctrl-3 extensible","normal","remysuen"
164372,4.4,"platform-ui-triaged","NEW","---","[OpenModes] OpenStrategy not working properly for the Expand-Event","normal","daniel.rolka"
